,period_ending,lyapunov_exponent
0,2019-02-04 10:00:00,0.14203023587017707
1,2019-02-04 11:00:00,0.6052884673532848
2,2019-02-04 12:00:00,0.6826534412419317
3,2019-02-04 13:00:00,0.4360384079692022
4,2019-02-04 14:00:00,0.14140653491501654
5,2019-02-04 15:00:00,0.10107377176096824
6,2019-02-04 16:00:00,0.041579399638314696
7,2019-02-05 10:00:00,0.296906424971548
8,2019-02-05 11:00:00,0.0845031672803755
9,2019-02-05 12:00:00,0.04491062631823602
10,2019-02-05 13:00:00,0.01995048205166683
11,2019-02-05 14:00:00,0.06942205017245472
12,2019-02-05 15:00:00,0.5917224844584582
13,2019-02-05 16:00:00,0.8813248194068385
14,2019-02-06 10:00:00,0.6455104097534418
15,2019-02-06 11:00:00,0.6593211283497286
16,2019-02-06 12:00:00,0.7642515186191902
17,2019-02-06 13:00:00,0.9250835265999274
18,2019-02-06 14:00:00,1.0461772931801767
19,2019-02-06 15:00:00,0.9255624980494963
20,2019-02-06 16:00:00,1.2481942513901039
21,2019-02-07 10:00:00,1.1066347685866262
22,2019-02-07 11:00:00,0.8036192660344904
23,2019-02-07 12:00:00,0.45657237836117204
24,2019-02-07 13:00:00,0.05367964827704963
25,2019-02-07 14:00:00,0.029524941345435065
26,2019-02-07 15:00:00,0.1634579530228995
27,2019-02-07 16:00:00,0.5791654733186179
28,2019-02-08 10:00:00,0.7485580344028325
29,2019-02-08 11:00:00,1.2171635139102528
30,2019-02-08 12:00:00,0.6924438733956886
31,2019-02-08 13:00:00,0.5313563469293475
32,2019-02-08 14:00:00,0.3819004312555618
33,2019-02-08 15:00:00,0.46258732604336356
34,2019-02-08 16:00:00,0.30075321667987764
35,2019-02-11 10:00:00,0.29160435090056835
36,2019-02-11 11:00:00,0.04991256051937087
37,2019-02-11 12:00:00,0.04670760520022655
38,2019-02-11 13:00:00,0.15550999487391096
39,2019-02-11 14:00:00,0.6896669693699422
40,2019-02-11 15:00:00,0.9965898821830197
41,2019-02-11 16:00:00,1.3721868634475876
42,2019-02-12 10:00:00,1.3558050272918223
43,2019-02-12 11:00:00,0.7237785921088089
44,2019-02-12 12:00:00,0.12214277541624456
45,2019-02-12 13:00:00,0.014572097256743247
46,2019-02-12 14:00:00,0.02193554614690665
47,2019-02-12 15:00:00,0.06770439388146927
48,2019-02-12 16:00:00,0.6245937813003636
49,2019-02-13 10:00:00,0.5064366331397665
