DATE,lyapunov_exponent,error
2019-01-02T00:00:00.000000000,58.01607078395889,0.12555206448900236
2019-01-03T00:00:00.000000000,92.72039492100511,0.07745020721193442
2019-01-04T00:00:00.000000000,64.76303934395051,0.0663802379888974
2019-01-07T00:00:00.000000000,40.00666784184788,0.060766505867716626
2019-01-08T00:00:00.000000000,86.35853357089879,0.09334943636616032
2019-01-09T00:00:00.000000000,78.62590666201883,0.12334684152584902
2019-01-10T00:00:00.000000000,99.8880627188966,0.10023570412593137
2019-01-11T00:00:00.000000000,75.47960078172875,0.14408073072716013
2019-01-14T00:00:00.000000000,67.90423039860919,0.07735067605273563
2019-01-15T00:00:00.000000000,67.4500599762725,0.10661083649571503
2019-01-16T00:00:00.000000000,70.27361580326684,0.12832045020755187
2019-01-17T00:00:00.000000000,81.6129161010453,0.09979076895937287
2019-01-18T00:00:00.000000000,26.255159332927352,0.08651244737227173
2019-01-22T00:00:00.000000000,88.57688386244956,0.01951738919571372
2019-01-23T00:00:00.000000000,22.228547264822456,0.09623017047447643
2019-01-24T00:00:00.000000000,56.896134311196114,0.1779107596571703
2019-01-25T00:00:00.000000000,56.94370496767771,0.13130704203622892
2019-01-28T00:00:00.000000000,84.20234997695556,0.08623107371893256
2019-01-29T00:00:00.000000000,79.10135631205945,0.12155010629039574
2019-01-30T00:00:00.000000000,43.50581846342457,0.01985768690053043
2019-01-31T00:00:00.000000000,56.45798736493685,0.08759254918032405
2019-02-01T00:00:00.000000000,82.02831049303313,0.15323017163520178
2019-02-04T00:00:00.000000000,11.429012817493076,0.025929532433438707
2019-02-05T00:00:00.000000000,60.03810872517618,0.14136750902635148
2019-02-06T00:00:00.000000000,75.3688843054383,0.1301143976498887
2019-02-07T00:00:00.000000000,48.462563314518974,0.11344836342639388
2019-02-08T00:00:00.000000000,47.10769231763161,0.06059729439069725
2019-02-11T00:00:00.000000000,41.86816347596087,0.1511571375389342
2019-02-12T00:00:00.000000000,67.33683115824321,0.05636256846224516
2019-02-13T00:00:00.000000000,84.13935108350981,0.14474043414807927
2019-02-14T00:00:00.000000000,48.78674271440727,0.04279499007502688
2019-02-15T00:00:00.000000000,69.56415786402125,0.13674698524507034
2019-02-19T00:00:00.000000000,37.71647630432847,0.05246799595551085
2019-02-20T00:00:00.000000000,79.11137159190346,0.11935380953987873
2019-02-21T00:00:00.000000000,98.66451672899048,0.12326451884590112
2019-02-22T00:00:00.000000000,77.40271604556062,0.16732540824758416
2019-02-25T00:00:00.000000000,46.993217194238404,0.10986274307449603
2019-02-26T00:00:00.000000000,62.02044255869227,0.18552483023192654
2019-02-27T00:00:00.000000000,81.50156994312533,0.12698315003795138
2019-02-28T00:00:00.000000000,81.86974316895545,0.1290509585572235
2019-03-01T00:00:00.000000000,60.95788085099371,0.10066658942618503
2019-03-04T00:00:00.000000000,-17.9792113108391,0.0025162599634821112
2019-03-05T00:00:00.000000000,59.98765163570191,0.1572389029753694
2019-03-06T00:00:00.000000000,78.74908081249474,0.11891654946457861
2019-03-07T00:00:00.000000000,97.8599558881668,0.18091991062006488
2019-03-08T00:00:00.000000000,69.90378663876295,0.10074543353752909
2019-03-11T00:00:00.000000000,48.06004907457036,0.062034135933381564
2019-03-12T00:00:00.000000000,52.53589409018341,0.07877947998987332
2019-03-13T00:00:00.000000000,48.16288517010218,0.07363671576272843
2019-03-14T00:00:00.000000000,56.95799382761478,0.13827763386942513
2019-03-15T00:00:00.000000000,47.447402886185095,0.03544432854934076
2019-03-18T00:00:00.000000000,87.69488690835196,0.09583375971185931
2019-03-19T00:00:00.000000000,73.22118329964896,0.10736069080264424
2019-03-20T00:00:00.000000000,29.500601415494817,0.11940744998270446
2019-03-21T00:00:00.000000000,33.686636481379345,0.047563456666700595
2019-03-22T00:00:00.000000000,61.841158360787766,0.10299069827628839
2019-03-25T00:00:00.000000000,91.68086351826912,0.11509553211718515
2019-03-26T00:00:00.000000000,53.576235145543244,0.09035822835791299
2019-03-27T00:00:00.000000000,32.301881258129356,0.04538643460030811
2019-03-28T00:00:00.000000000,86.31156881715675,0.08411871655532083
2019-03-29T00:00:00.000000000,58.39890393089422,0.11994024020512666
2019-04-01T00:00:00.000000000,65.21787744745035,0.09439913257991249
2019-04-02T00:00:00.000000000,52.42249169290121,0.12757437832298127
2019-04-03T00:00:00.000000000,68.1513844855025,0.0680463137360177
2019-04-04T00:00:00.000000000,89.46127952797958,0.10866637217920129
2019-04-05T00:00:00.000000000,56.64005904743872,0.10358772174400105
2019-04-08T00:00:00.000000000,65.63311427767599,0.07255618610796573
2019-04-09T00:00:00.000000000,54.40809978730083,0.11427406208242213
2019-04-10T00:00:00.000000000,71.78664738515788,0.10468426786872591
2019-04-11T00:00:00.000000000,66.25520216581039,0.07198255839242827
2019-04-12T00:00:00.000000000,67.41722547683916,0.11278377633671183
2019-04-15T00:00:00.000000000,55.225704797895744,0.1281274846860432
2019-04-16T00:00:00.000000000,59.75008558587902,0.11346081242753098
2019-04-17T00:00:00.000000000,86.80464630176938,0.12455898325099048
2019-04-18T00:00:00.000000000,95.17680351442365,0.057324942761908894
2019-04-22T00:00:00.000000000,55.02546930399134,0.12666349824807524
2019-04-23T00:00:00.000000000,14.280243461447856,0.07253584552277327
2019-04-24T00:00:00.000000000,67.87553143991661,0.10925787457940511
2019-04-25T00:00:00.000000000,67.01273773226575,0.09966914353130757
2019-04-26T00:00:00.000000000,86.09492306041223,0.15029689447526604
2019-04-29T00:00:00.000000000,63.13942417336873,0.10214865117479409
