,pair,i,dist,ln(dj)
4128,"[165, 250]",3,0.46840153714528876,-0.7584293655703456
4129,"[165, 250]",4,0.7669419795525032,-0.2653441264311958
4130,"[165, 250]",5,1.2193850909372523,0.19834670786053746
4131,"[165, 250]",6,0.9118113840043606,-0.09232212608183157
4132,"[165, 250]",7,0.8969392398595478,-0.1087671562749593
4133,"[165, 250]",8,0.9808159868191828,-0.019370414158169865
4134,"[165, 250]",9,1.0594810050208245,0.05777917031710784
4135,"[165, 250]",10,1.1060289327139186,0.10077606253548525
4136,"[165, 250]",11,0.8914033879228156,-0.11495821780064704
4137,"[165, 250]",12,0.5234500931320978,-0.6473135862970301
4138,"[165, 250]",13,0.5445181356026271,-0.607854030271907
4139,"[165, 250]",14,0.4326661530557897,-0.8377888574690662
4140,"[165, 250]",15,0.43931765272969725,-0.8225325450388048
4141,"[165, 250]",16,0.4326661530557897,-0.8377888574690662
4142,"[165, 250]",17,0.6484597134751627,-0.43315539978422213
4143,"[165, 250]",18,0.9234717104492819,-0.07961511278520676
4144,"[165, 250]",19,0.8109870529175597,-0.20950318933748524
4145,"[165, 250]",20,0.9060905032058322,-0.09861608476497734
4146,"[165, 250]",21,0.8393449827096863,-0.17513347382175534
4147,"[165, 250]",22,0.8215229759415132,-0.19659537361653617
4148,"[165, 250]",23,0.9708243919474151,-0.0296096798299494
4149,"[165, 250]",24,0.9729337079162534,-0.02743933075516926
4150,"[166, 251]",0,0.16278820596101662,-1.8153052729948602
4151,"[166, 251]",1,0.3956008088969025,-0.9273496345013365
4152,"[166, 251]",2,0.46840153714528876,-0.7584293655703456
4153,"[166, 251]",3,0.7669419795525032,-0.2653441264311958
4154,"[166, 251]",4,1.2193850909372523,0.19834670786053746
4155,"[166, 251]",5,0.9118113840043606,-0.09232212608183157
4156,"[166, 251]",6,0.8969392398595478,-0.1087671562749593
4157,"[166, 251]",7,0.9808159868191828,-0.019370414158169865
4158,"[166, 251]",8,1.0594810050208245,0.05777917031710784
4159,"[166, 251]",9,1.1060289327139186,0.10077606253548525
4160,"[166, 251]",10,0.8914033879228156,-0.11495821780064704
4161,"[166, 251]",11,0.5234500931320978,-0.6473135862970301
4162,"[166, 251]",12,0.5445181356026271,-0.607854030271907
4163,"[166, 251]",13,0.4326661530557897,-0.8377888574690662
4164,"[166, 251]",14,0.43931765272969725,-0.8225325450388048
4165,"[166, 251]",15,0.4326661530557897,-0.8377888574690662
4166,"[166, 251]",16,0.6484597134751627,-0.43315539978422213
4167,"[166, 251]",17,0.9234717104492819,-0.07961511278520676
4168,"[166, 251]",18,0.8109870529175597,-0.20950318933748524
4169,"[166, 251]",19,0.9060905032058322,-0.09861608476497734
4170,"[166, 251]",20,0.8393449827096863,-0.17513347382175534
4171,"[166, 251]",21,0.8215229759415132,-0.19659537361653617
4172,"[166, 251]",22,0.9708243919474151,-0.0296096798299494
4173,"[166, 251]",23,0.9729337079162534,-0.02743933075516926
4174,"[166, 251]",24,0.7481310045707513,-0.29017717654237446
4175,"[167, 250]",0,0.20248456731310524,-1.597091606139214
4176,"[167, 250]",1,0.08944271909991024,-2.4141568686520603
4177,"[167, 250]",2,0.47010637094180663,-0.7547962887320213
4178,"[167, 250]",3,0.5860034129594478,-0.5344296652592047
4179,"[167, 250]",4,0.4695742752748338,-0.7559287920478781
4180,"[167, 250]",5,0.946414285606325,-0.05507487175064414
4181,"[167, 250]",6,1.0965856099730031,0.09220136149883278
4182,"[167, 250]",7,1.103856874780351,0.09881029704149771
4183,"[167, 250]",8,1.126987133910696,0.11954781876416487
4184,"[167, 250]",9,1.0000499987501148,4.999750021895461e-05
4185,"[167, 250]",10,0.510392006207033,-0.672576208894281
4186,"[167, 250]",11,0.45254833995962196,-0.7928606929078805
4187,"[167, 250]",12,0.5307541803887839,-0.6334563020496038
4188,"[167, 250]",13,0.7640026177965042,-0.2691840633862718
4189,"[167, 250]",14,0.6767569726276218,-0.3904430474338629
4190,"[167, 250]",15,0.7310950690575195,-0.3132117742583135
4191,"[167, 250]",16,0.8683317338438441,-0.1411814554869204
4192,"[167, 250]",17,0.7283543093852519,-0.3169676604639862
4193,"[167, 250]",18,0.8372574275572939,-0.17762369597387526
4194,"[167, 250]",19,0.6815423684554367,-0.38339686036428744
4195,"[167, 250]",20,0.8102468759581647,-0.21041629261966935
4196,"[167, 250]",21,0.9323089616644901,-0.07009101529997748
4197,"[167, 250]",22,0.9408506789069518,-0.060970835402806386
4198,"[167, 250]",23,1.0278618584226176,0.027480779036985807
4199,"[167, 250]",24,0.7430343195302291,-0.29701304484629487
4200,"[168, 251]",0,0.08944271909991024,-2.4141568686520603
4201,"[168, 251]",1,0.47010637094180663,-0.7547962887320213
4202,"[168, 251]",2,0.5860034129594478,-0.5344296652592047
4203,"[168, 251]",3,0.4695742752748338,-0.7559287920478781
4204,"[168, 251]",4,0.946414285606325,-0.05507487175064414
4205,"[168, 251]",5,1.0965856099730031,0.09220136149883278
4206,"[168, 251]",6,1.103856874780351,0.09881029704149771
4207,"[168, 251]",7,1.126987133910696,0.11954781876416487
4208,"[168, 251]",8,1.0000499987501148,4.999750021895461e-05
4209,"[168, 251]",9,0.510392006207033,-0.672576208894281
4210,"[168, 251]",10,0.45254833995962196,-0.7928606929078805
4211,"[168, 251]",11,0.5307541803887839,-0.6334563020496038
4212,"[168, 251]",12,0.7640026177965042,-0.2691840633862718
4213,"[168, 251]",13,0.6767569726276218,-0.3904430474338629
4214,"[168, 251]",14,0.7310950690575195,-0.3132117742583135
4215,"[168, 251]",15,0.8683317338438441,-0.1411814554869204
4216,"[168, 251]",16,0.7283543093852519,-0.3169676604639862
4217,"[168, 251]",17,0.8372574275572939,-0.17762369597387526
4218,"[168, 251]",18,0.6815423684554367,-0.38339686036428744
4219,"[168, 251]",19,0.8102468759581647,-0.21041629261966935
4220,"[168, 251]",20,0.9323089616644901,-0.07009101529997748
4221,"[168, 251]",21,0.9408506789069518,-0.060970835402806386
4222,"[168, 251]",22,1.0278618584226176,0.027480779036985807
4223,"[168, 251]",23,0.7430343195302291,-0.29701304484629487
4224,"[168, 251]",24,0.7000714249276511,-0.3565729135330812
4225,"[169, 103]",0,0.1170469991071675,-2.1451797230742744
4226,"[169, 103]",1,0.3130495168501943,-1.161393900155068
4227,"[169, 103]",2,0.314006369362315,-1.1583420086862533
4228,"[169, 103]",3,0.4632493928760932,-0.7694897243926089
4229,"[169, 103]",4,0.8215229759415685,-0.19659537361646887
4230,"[169, 103]",5,0.5178802950489388,-0.6580111540673242
4231,"[169, 103]",6,0.14866068747304986,-1.9060888352301244
4232,"[169, 103]",7,0.4060788100848889,-0.9012080247084154
4233,"[169, 103]",8,0.7300684899377585,-0.3146169274081472
4234,"[169, 103]",9,0.7665507158694511,-0.26585441734123466
4235,"[169, 103]",10,0.9093404203045874,-0.09503575512717512
4236,"[169, 103]",11,0.8800568163475536,-0.12776880956274134
4237,"[169, 103]",12,0.7550496672405338,-0.28097174747226467
4238,"[169, 103]",13,0.7653757247259041,-0.26738842229450555
4239,"[169, 103]",14,0.985088828481989,-0.015023460676139324
4240,"[169, 103]",15,0.9503683496414065,-0.05090563307327007
4241,"[169, 103]",16,0.42201895692029573,-0.8627050443429954
4242,"[169, 103]",17,0.17262676501642713,-1.7566234427347727
4243,"[169, 103]",18,0.8409518416650621,-0.17322088382945092
4244,"[169, 103]",19,1.2048651376812305,0.1863676417424886
4245,"[169, 103]",20,1.1356495938447662,0.12720481659401986
4246,"[169, 103]",21,1.3829316685938986,0.324205643359252
4247,"[169, 103]",22,1.5024313628248864,0.4070847044036633
4248,"[169, 103]",23,1.4940214188559289,0.4014714231914781
4249,"[169, 103]",24,1.3862178760931017,0.32657908617180914
4250,"[170, 103]",0,0.2692582403565985,-1.3120843585612245
4251,"[170, 103]",1,0.036055512754733225,-3.3226955072547346
4252,"[170, 103]",2,0.3176476034855911,-1.1468126758105965
4253,"[170, 103]",3,0.4981967482832402,-0.6967602031058269
4254,"[170, 103]",4,0.7523961722390627,-0.28449226896976726
4255,"[170, 103]",5,0.12041594578781344,-2.1168033147787138
4256,"[170, 103]",6,0.23323807579379485,-1.4556955625601937
4257,"[170, 103]",7,0.8402380615040532,-0.17407002074438435
4258,"[170, 103]",8,0.6989277502000558,-0.358207903749945
4259,"[170, 103]",9,0.8009993757799841,-0.22189511121497518
4260,"[170, 103]",10,0.7910120100225657,-0.2344421279889579
4261,"[170, 103]",11,0.8509406559801105,-0.16141288729377715
4262,"[170, 103]",12,0.7409453421136603,-0.29982841873636784
4263,"[170, 103]",13,0.9800510190800547,-0.02015064838683904
4264,"[170, 103]",14,1.0492378186092808,0.04806401354709295
4265,"[170, 103]",15,0.8697700845627236,-0.13952637287669967
4266,"[170, 103]",16,0.3962322551233064,-0.9257547368165929
4267,"[170, 103]",17,0.7211102550927726,-0.32696323370336705
4268,"[170, 103]",18,1.0568348972284547,0.05527849528226749
4269,"[170, 103]",19,1.363414830489863,0.3099924574654005
4270,"[170, 103]",20,1.1236102527121266,0.11654694108361324
4271,"[170, 103]",21,1.1843141475131675,0.16916382856027976
4272,"[170, 103]",22,1.688075827680838,0.5235893167766908
4273,"[170, 103]",23,1.5420765220961383,0.43312989913432065
4274,"[170, 103]",24,1.3981773850265273,0.3351695206168707
4275,"[171, 104]",0,0.036055512754733225,-3.3226955072547346
4276,"[171, 104]",1,0.3176476034855911,-1.1468126758105965
4277,"[171, 104]",2,0.4981967482832402,-0.6967602031058269
4278,"[171, 104]",3,0.7523961722390627,-0.28449226896976726
4279,"[171, 104]",4,0.12041594578781344,-2.1168033147787138
4280,"[171, 104]",5,0.23323807579379485,-1.4556955625601937
4281,"[171, 104]",6,0.8402380615040532,-0.17407002074438435
4282,"[171, 104]",7,0.6989277502000558,-0.358207903749945
4283,"[171, 104]",8,0.8009993757799841,-0.22189511121497518
4284,"[171, 104]",9,0.7910120100225657,-0.2344421279889579
4285,"[171, 104]",10,0.8509406559801105,-0.16141288729377715
4286,"[171, 104]",11,0.7409453421136603,-0.29982841873636784
4287,"[171, 104]",12,0.9800510190800547,-0.02015064838683904
4288,"[171, 104]",13,1.0492378186092808,0.04806401354709295
4289,"[171, 104]",14,0.8697700845627236,-0.13952637287669967
4290,"[171, 104]",15,0.3962322551233064,-0.9257547368165929
4291,"[171, 104]",16,0.7211102550927726,-0.32696323370336705
4292,"[171, 104]",17,1.0568348972284547,0.05527849528226749
4293,"[171, 104]",18,1.363414830489863,0.3099924574654005
4294,"[171, 104]",19,1.1236102527121266,0.11654694108361324
4295,"[171, 104]",20,1.1843141475131675,0.16916382856027976
4296,"[171, 104]",21,1.688075827680838,0.5235893167766908
4297,"[171, 104]",22,1.5420765220961383,0.43312989913432065
4298,"[171, 104]",23,1.3981773850265273,0.3351695206168707
4299,"[171, 104]",24,1.3240090634130146,0.280664302969494
4300,"[172, 104]",0,0.07999999999992724,-2.525728644309165
4301,"[172, 104]",1,0.2061552812809933,-1.579125601525348
4302,"[172, 104]",2,0.43174066289850777,-0.8399301883652079
4303,"[172, 104]",3,0.3622154055253932,-1.0155162012363599
4304,"[172, 104]",4,0.27856776554364127,-1.2780939258966295
4305,"[172, 104]",5,0.6661080993353158,-0.40630331029851613
4306,"[172, 104]",6,0.841724420460636,-0.17230260992584667
4307,"[172, 104]",7,0.7203471385378669,-0.32802204630451753
4308,"[172, 104]",8,0.7021395872617101,-0.35362305246967823
4309,"[172, 104]",9,0.7632168761236934,-0.2702130467711329
4310,"[172, 104]",10,0.7912016177939659,-0.23420245394118785
4311,"[172, 104]",11,0.9871676655969459,-0.012915380017197347
4312,"[172, 104]",12,0.9823441352192491,-0.017813588821754624
4313,"[172, 104]",13,0.9688137075826844,-0.03168293781085286
4314,"[172, 104]",14,0.7879086241437798,-0.23837315505644796
4315,"[172, 104]",15,0.6791170738540311,-0.3869617452935499
4316,"[172, 104]",16,0.9415412895884753,-0.06023707673397725
4317,"[172, 104]",17,1.1624543001769565,0.15053354603091382
4318,"[172, 104]",18,1.3756816492196446,0.31894935316464923
4319,"[172, 104]",19,0.8989994438261975,-0.10647286316899797
4320,"[172, 104]",20,1.3737903770227136,0.3175736181310338
4321,"[172, 104]",21,1.7235138525698621,0.5443651444068646
4322,"[172, 104]",22,1.554380905698339,0.4410773349721513
4323,"[172, 104]",23,1.4294754282602962,0.35730754358758265
4324,"[172, 104]",24,1.2403628501370065,0.21540395788997913
4325,"[173, 105]",0,0.2061552812809933,-1.579125601525348
4326,"[173, 105]",1,0.43174066289850777,-0.8399301883652079
4327,"[173, 105]",2,0.3622154055253932,-1.0155162012363599
4328,"[173, 105]",3,0.27856776554364127,-1.2780939258966295
4329,"[173, 105]",4,0.6661080993353158,-0.40630331029851613
4330,"[173, 105]",5,0.841724420460636,-0.17230260992584667
4331,"[173, 105]",6,0.7203471385378669,-0.32802204630451753
4332,"[173, 105]",7,0.7021395872617101,-0.35362305246967823
4333,"[173, 105]",8,0.7632168761236934,-0.2702130467711329
4334,"[173, 105]",9,0.7912016177939659,-0.23420245394118785
4335,"[173, 105]",10,0.9871676655969459,-0.012915380017197347
4336,"[173, 105]",11,0.9823441352192491,-0.017813588821754624
4337,"[173, 105]",12,0.9688137075826844,-0.03168293781085286
4338,"[173, 105]",13,0.7879086241437798,-0.23837315505644796
4339,"[173, 105]",14,0.6791170738540311,-0.3869617452935499
4340,"[173, 105]",15,0.9415412895884753,-0.06023707673397725
4341,"[173, 105]",16,1.1624543001769565,0.15053354603091382
4342,"[173, 105]",17,1.3756816492196446,0.31894935316464923
4343,"[173, 105]",18,0.8989994438261975,-0.10647286316899797
4344,"[173, 105]",19,1.3737903770227136,0.3175736181310338
4345,"[173, 105]",20,1.7235138525698621,0.5443651444068646
4346,"[173, 105]",21,1.554380905698339,0.4410773349721513
4347,"[173, 105]",22,1.4294754282602962,0.35730754358758265
4348,"[173, 105]",23,1.2403628501370065,0.21540395788997913
4349,"[173, 105]",24,0.9588013350011027,-0.04207138405627025
4350,"[174, 105]",0,0.13892443989468267,-1.9738250915343196
4351,"[174, 105]",1,0.029999999999972715,-3.5065578973208913
4352,"[174, 105]",2,0.4468780594300007,-0.8054695192803759
4353,"[174, 105]",3,0.7049113419431432,-0.3496832401868476
4354,"[174, 105]",4,0.6652818951390795,-0.4075444256827687
4355,"[174, 105]",5,0.8324061508661524,-0.18343479517454236
4356,"[174, 105]",6,0.5899999999999181,-0.5276327420825107
4357,"[174, 105]",7,0.6791170738540846,-0.38696174529347105
4358,"[174, 105]",8,0.7201388754955046,-0.32831120293885413
4359,"[174, 105]",9,1.0135580891098583,0.013467000620053874
4360,"[174, 105]",10,0.9679876032263444,-0.03253599837192003
4361,"[174, 105]",11,0.9128526715740002,-0.09118077879711432
4362,"[174, 105]",12,0.8947066558375402,-0.11125937327268724
4363,"[174, 105]",13,0.7484650960466934,-0.2897307080778984
4364,"[174, 105]",14,0.8273451516748815,-0.18953331712686586
4365,"[174, 105]",15,1.153126185636318,0.14247667644032325
4366,"[174, 105]",16,1.1629703349612597,0.15097736586921448
4367,"[174, 105]",17,1.2163058825803876,0.19581830008569875
4368,"[174, 105]",18,1.0916501271011934,0.08769042955733337
4369,"[174, 105]",19,1.4000000000000454,0.33647223662124537
4370,"[174, 105]",20,1.725862103413708,0.5457266957347461
4371,"[174, 105]",21,1.584487298781543,0.46026088420099165
4372,"[174, 105]",22,1.3386933928275653,0.29169405828365264
4373,"[174, 105]",23,1.186001686339318,0.17058772244578585
4374,"[174, 105]",24,0.6400781202321363,-0.4461650472147716
4375,"[175, 106]",0,0.029999999999972715,-3.5065578973208913
4376,"[175, 106]",1,0.4468780594300007,-0.8054695192803759
4377,"[175, 106]",2,0.7049113419431432,-0.3496832401868476
4378,"[175, 106]",3,0.6652818951390795,-0.4075444256827687
4379,"[175, 106]",4,0.8324061508661524,-0.18343479517454236
4380,"[175, 106]",5,0.5899999999999181,-0.5276327420825107
4381,"[175, 106]",6,0.6791170738540846,-0.38696174529347105
4382,"[175, 106]",7,0.7201388754955046,-0.32831120293885413
4383,"[175, 106]",8,1.0135580891098583,0.013467000620053874
4384,"[175, 106]",9,0.9679876032263444,-0.03253599837192003
4385,"[175, 106]",10,0.9128526715740002,-0.09118077879711432
4386,"[175, 106]",11,0.8947066558375402,-0.11125937327268724
4387,"[175, 106]",12,0.7484650960466934,-0.2897307080778984
4388,"[175, 106]",13,0.8273451516748815,-0.18953331712686586
4389,"[175, 106]",14,1.153126185636318,0.14247667644032325
4390,"[175, 106]",15,1.1629703349612597,0.15097736586921448
4391,"[175, 106]",16,1.2163058825803876,0.19581830008569875
4392,"[175, 106]",17,1.0916501271011934,0.08769042955733337
4393,"[175, 106]",18,1.4000000000000454,0.33647223662124537
4394,"[175, 106]",19,1.725862103413708,0.5457266957347461
4395,"[175, 106]",20,1.584487298781543,0.46026088420099165
4396,"[175, 106]",21,1.3386933928275653,0.29169405828365264
4397,"[175, 106]",22,1.186001686339318,0.17058772244578585
4398,"[175, 106]",23,0.6400781202321363,-0.4461650472147716
4399,"[175, 106]",24,0.4500000000000455,-0.7985076962176706
4400,"[176, 102]",0,0.20000000000004547,-1.609437912433873
4401,"[176, 102]",1,0.6378087487639909,-0.4497168074040042
4402,"[176, 102]",2,0.43104524124489674,-0.841542226301546
4403,"[176, 102]",3,0.7502666192761073,-0.2873266432560787
4404,"[176, 102]",4,0.4827007354459424,-0.7283584127081031
4405,"[176, 102]",5,0.6312685640833845,-0.4600238903760615
4406,"[176, 102]",6,0.34713109915414847,-1.0580527630258496
4407,"[176, 102]",7,0.5021951811797659,-0.6887664277253062
4408,"[176, 102]",8,0.583095189484452,-0.5394048306860988
4409,"[176, 102]",9,0.6920260110718462,-0.3681317358167751
4410,"[176, 102]",10,0.6242595614004792,-0.4711890333188411
4411,"[176, 102]",11,0.2059126028197515,-1.5803034583720568
4412,"[176, 102]",12,0.21840329667821692,-1.52141194054483
4413,"[176, 102]",13,0.41773197148417485,-0.8729152686696686
4414,"[176, 102]",14,0.6419501538282575,-0.4432446203185329
4415,"[176, 102]",15,1.3629746879527713,0.3096695817075984
4416,"[176, 102]",16,1.3110682667201192,0.27084227567613184
4417,"[176, 102]",17,1.4089002803606387,0.34280945706964905
4418,"[176, 102]",18,1.346142637315967,0.297243196867984
4419,"[176, 102]",19,1.2440257232067242,0.2183526719221147
4420,"[176, 102]",20,1.3951702405083197,0.33301644403419767
4421,"[176, 102]",21,1.0234256201599474,0.023155451431516757
4422,"[176, 102]",22,1.0065783625728273,0.00655681957258997
4423,"[176, 102]",23,1.316434578701042,0.27492700536667397
4424,"[176, 102]",24,1.4403124660988957,0.3648600803953645
4425,"[177, 46]",0,0.09219544457301766,-2.3838445577419702
4426,"[177, 46]",1,0.10000000000022738,-2.3025850929917717
4427,"[177, 46]",2,0.7685050422735623,-0.2633081548362507
4428,"[177, 46]",3,0.9126335518706186,-0.09142084602043252
4429,"[177, 46]",4,1.2704723531032256,0.23938876289843913
4430,"[177, 46]",5,1.760255663248984,0.565459061710032
4431,"[177, 46]",6,1.3165485179057548,0.2750135529825175
4432,"[177, 46]",7,1.259364919314507,0.230607561606339
4433,"[177, 46]",8,0.8453401682163684,-0.16801616669635927
4434,"[177, 46]",9,0.9340770846134215,-0.06819631245282953
4435,"[177, 46]",10,0.9334880824093127,-0.06882708264927385
4436,"[177, 46]",11,0.9305912099304096,-0.07193518520999899
4437,"[177, 46]",12,1.48070928949612,0.39252122263212436
4438,"[177, 46]",13,1.7715812146215937,0.5718724893877439
4439,"[177, 46]",14,1.2184005909386963,0.1975390076107594
4440,"[177, 46]",15,0.7849203781277048,-0.24217299548069318
4441,"[177, 46]",16,1.0478549517944413,0.04674517154372908
4442,"[177, 46]",17,1.0729864864012297,0.07044586934859161
4443,"[177, 46]",18,1.309732797176617,0.26982314478711694
4444,"[177, 46]",19,1.3509256086106145,0.30078999351721625
4445,"[177, 46]",20,1.3329666162360407,0.28740699679897286
4446,"[177, 46]",21,1.11085552615982,0.10513046274152134
4447,"[177, 46]",22,0.910933587041229,-0.09328528554180512
4448,"[177, 46]",23,1.9260321908006817,0.6554620270476208
4449,"[177, 46]",24,2.0044949488586927,0.6953921331963729
4450,"[178, 273]",0,0.08544003745339034,-2.4599404654113792
4451,"[178, 273]",1,0.15033296378381922,-1.894902686351349
4452,"[178, 273]",2,0.4964876634920292,-0.7001966427501537
4453,"[178, 273]",3,0.6198386886926173,-0.47829601432360186
4454,"[178, 273]",4,1.043072384832626,0.04217057421706929
4455,"[178, 273]",5,1.2706297651167033,0.23951265560826016
4456,"[178, 273]",6,0.9804590761475126,-0.01973437195516565
4457,"[178, 273]",7,0.8367795408588374,-0.17819463523083814
4458,"[178, 273]",8,0.8930845424706518,-0.11307403016724576
4459,"[178, 273]",9,1.350925608610559,0.30078999351717517
4460,"[178, 273]",10,1.5473848907107468,0.43656633877815726
4461,"[178, 273]",11,1.704699386988773,0.5333887825740281
4462,"[178, 273]",12,1.576990805299853,0.45551847746285945
4463,"[178, 273]",13,1.6236070953282253,0.48465027609391487
4464,"[178, 273]",14,1.9423954283307574,0.6639219682614284
4465,"[178, 273]",15,2.129530464680045,0.7559015163037105
4466,"[178, 273]",16,2.622689459314471,0.9642003024594009
4467,"[178, 273]",17,2.7929375216784713,1.0270939171025504
4468,"[178, 273]",18,2.86973866405983,1.0542209678066403
4469,"[178, 273]",19,2.729267300943498,1.004033185241597
4470,"[178, 273]",20,3.126979373133042,1.140067482078202
4471,"[178, 273]",21,3.6953619579143515,1.3070785084426604
4472,"[178, 273]",22,3.930814165030026,1.3688465710994244
4473,"[178, 273]",23,4.190715929289262,1.432871585516905
4474,"[178, 273]",24,4.252540417209515,1.4475165495835756
4475,"[179, 46]",0,0.08485281374230853,-2.466837126480973
4476,"[179, 46]",1,0.32649655434629965,-1.1193358836251674
4477,"[179, 46]",2,0.7106335201774444,-0.3415984248536002
4478,"[179, 46]",3,0.8160882305240698,-0.2032328042209436
4479,"[179, 46]",4,0.848115558163965,-0.16473838105457042
4480,"[179, 46]",5,1.5322206107477443,0.4267180627447033
4481,"[179, 46]",6,1.3970325694127654,0.3343503938275181
4482,"[179, 46]",7,1.4200000000000728,0.3506568716132206
4483,"[179, 46]",8,0.9669022701390815,-0.03365785364237508
4484,"[179, 46]",9,0.8228000972289387,-0.1950420030349673
4485,"[179, 46]",10,1.136529806032571,0.12797959012808421
4486,"[179, 46]",11,1.3075167302944577,0.26812971251137396
4487,"[179, 46]",12,1.599999999999909,0.47000362924567873
4488,"[179, 46]",13,1.8816216410321709,0.6321339800549305
4489,"[179, 46]",14,1.4430869689661812,0.36678454752943035
4490,"[179, 46]",15,0.8660831368868983,-0.1437743740033733
4491,"[179, 46]",16,1.1200892821556603,0.11340839834024588
4492,"[179, 46]",17,1.0558882516630812,0.05438235739574743
4493,"[179, 46]",18,1.15039123779692,0.14010209129788456
4494,"[179, 46]",19,0.946414285606325,-0.05507487175064414
4495,"[179, 46]",20,0.9761659694948718,-0.024122656314069173
4496,"[179, 46]",21,1.3395894893585807,0.2923632158027577
4497,"[179, 46]",22,1.292439553712119,0.2565315593529659
4498,"[179, 46]",23,2.3362576912662916,0.8485503719240213
4499,"[179, 46]",24,2.450999796001667,0.8964960213153181
4500,"[180, 102]",0,0.10198039027198591,-2.2829747364161284
4501,"[180, 102]",1,0.3966106403008673,-0.924800234459385
4502,"[180, 102]",2,0.573846669416251,-0.555393044799721
4503,"[180, 102]",3,0.9417536832952665,-0.06001152129975176
4504,"[180, 102]",4,0.5916924876994497,-0.5247682255108107
4505,"[180, 102]",5,0.4704253394535895,-0.7541180159625103
4506,"[180, 102]",6,0.30149626863357876,-1.198997638899511
4507,"[180, 102]",7,0.4070626487407833,-0.8987881772752253
4508,"[180, 102]",8,0.6350590523722279,-0.4540372885515162
4509,"[180, 102]",9,0.5903388857257892,-0.5270585243908275
4510,"[180, 102]",10,0.4876474136094591,-0.7181626473627385
4511,"[180, 102]",11,0.6835202996252865,-0.3804989237342296
4512,"[180, 102]",12,0.7550496672404886,-0.2809717474723245
4513,"[180, 102]",13,0.7553806987208406,-0.2805334201013816
4514,"[180, 102]",14,1.0113851887387098,0.0113208652404297
4515,"[180, 102]",15,1.466594695203874,0.3829431796001586
4516,"[180, 102]",16,1.3223085872822862,0.2793791387607827
4517,"[180, 102]",17,1.387083270752072,0.3272031761218264
4518,"[180, 102]",18,0.9992997548283761,-0.0007004904577877692
4519,"[180, 102]",19,0.7902531240051339,-0.23540197470835356
4520,"[180, 102]",20,1.3403357788255073,0.2929201637856567
4521,"[180, 102]",21,1.0640018796974384,0.062037157550822994
4522,"[180, 102]",22,1.560640893992054,0.44509656637620615
4523,"[180, 102]",23,1.9007893097342492,0.642269226082752
4524,"[180, 102]",24,1.4832734070292102,0.3942514069383584
4525,"[181, 102]",0,0.07071067811859044,-2.6491586832749277
4526,"[181, 102]",1,0.2209072203435649,-1.510012483062334
4527,"[181, 102]",2,0.8458132181517728,-0.16745672607842924
4528,"[181, 102]",3,0.9068627239003583,-0.09776419214063191
4529,"[181, 102]",4,0.5300943312279626,-0.6347003048241585
4530,"[181, 102]",5,0.3911521443121171,-0.9386586787949578
4531,"[181, 102]",6,0.36400549446390723,-1.010586316778256
4532,"[181, 102]",7,0.5946427498925206,-0.5197944741096936
4533,"[181, 102]",8,0.9330058949439485,-0.06934375988685577
4534,"[181, 102]",9,0.6425729530566153,-0.44227492304516836
4535,"[181, 102]",10,0.567538544946489,-0.5664466113225262
4536,"[181, 102]",11,0.712530701092974,-0.3389322785143498
4537,"[181, 102]",12,0.882949602185626,-0.12448715567452263
4538,"[181, 102]",13,0.8336066218546508,-0.1819936643309832
4539,"[181, 102]",14,0.8856635930194793,-0.12141809232986212
4540,"[181, 102]",15,1.3963523910533164,0.33386340160659755
4541,"[181, 102]",16,1.4436758638975502,0.3671925442881761
4542,"[181, 102]",17,1.2169634341261517,0.19635876764287016
4543,"[181, 102]",18,1.0113851887387098,0.0113208652404297
4544,"[181, 102]",19,1.0716809226630708,0.0692283715734952
4545,"[181, 102]",20,1.4276203977246666,0.35600900065498436
4546,"[181, 102]",21,1.279531164137924,0.24649373281810147
4547,"[181, 102]",22,1.6164467204334,0.48023035780929446
4548,"[181, 102]",23,1.7212204972054237,0.5430336305829219
4549,"[181, 102]",24,1.5848343762046517,0.4604799073612063
4550,"[182, 60]",0,0.19104973174527803,-1.6552215091976306
4551,"[182, 60]",1,0.727804918917204,-0.3177222352157545
4552,"[182, 60]",2,0.8928605714218947,-0.11332484532185388
4553,"[182, 60]",3,0.7244998274672579,-0.32227375536185904
4554,"[182, 60]",4,0.8910667763978145,-0.11533590886750522
4555,"[182, 60]",5,1.234544450394372,0.2107020359546833
4556,"[182, 60]",6,1.4101418368375533,0.34369029283270075
4557,"[182, 60]",7,1.575087299167841,0.45431069878459285
4558,"[182, 60]",8,1.4378456106270794,0.36314588957601696
4559,"[182, 60]",9,1.9672569735548462,0.6766401732505876
4560,"[182, 60]",10,2.113669794457161,0.7484256758423319
4561,"[182, 60]",11,2.142195135836221,0.7618310677063881
4562,"[182, 60]",12,1.9581879378648634,0.6720195241113163
4563,"[182, 60]",13,1.6475739740599815,0.49930388718164764
4564,"[182, 60]",14,1.5882694985424317,0.46264505783552295
4565,"[182, 60]",15,1.463864747850657,0.38108002592341883
4566,"[182, 60]",16,1.2599206324207652,0.2310487288371745
4567,"[182, 60]",17,0.9415412895883738,-0.06023707673408502
4568,"[182, 60]",18,1.916507239746289,0.6505043834187569
4569,"[182, 60]",19,1.9109421759958158,0.6475964062947474
4570,"[182, 60]",20,1.7245579143653407,0.5449707361102618
4571,"[182, 60]",21,1.7362315513777273,0.5517169894735803
4572,"[182, 60]",22,1.9821453024437636,0.6841797442417461
