DATE,lyapunov_exponent,error
2016-01-04T00:00:00.000000000,1.0260380590875187,1.1102230246251565e-16
2016-01-05T00:00:00.000000000,0.8569120249990476,6.661338147750939e-17
2016-01-06T00:00:00.000000000,0.9175412182713928,1.0685896612017132e-16
2016-01-07T00:00:00.000000000,0.25751464458266393,2.220446049250313e-16
2016-01-08T00:00:00.000000000,0.7425535552105688,5.30825383648903e-17
2016-01-11T00:00:00.000000000,0.3131893886713196,4.4408920985006264e-17
2016-01-12T00:00:00.000000000,0.33671686212943,1.9984014443252818e-16
2016-01-13T00:00:00.000000000,0.0005644754909853308,0.0006154961084426463
2016-01-14T00:00:00.000000000,0.030250499702891117,0.0007058167328831846
2016-01-15T00:00:00.000000000,0.8923967628849069,5.828670879282072e-17
2016-01-19T00:00:00.000000000,0.09576562779366882,4.4408920985006264e-17
2016-01-20T00:00:00.000000000,0.2749494949448821,3.9968028886505636e-16
2016-01-21T00:00:00.000000000,0.7404332783909346,1.9984014443252818e-16
2016-01-22T00:00:00.000000000,1.2087440560835512,4.9960036108132046e-17
2016-01-25T00:00:00.000000000,0.9496736885631646,9.992007221626409e-17
2016-01-26T00:00:00.000000000,0.9623747211030197,8.881784197001253e-17
2016-01-27T00:00:00.000000000,0.30023544191097745,4.440892098500626e-16
2016-01-28T00:00:00.000000000,1.0489279501951323,9.43689570931383e-17
2016-01-29T00:00:00.000000000,0.3587032895657568,4.4408920985006264e-17
2016-02-01T00:00:00.000000000,0.8733679718181339,5.967448757360216e-17
2016-02-02T00:00:00.000000000,0.5114159952435832,3.3306690738754695e-17
2016-02-03T00:00:00.000000000,0.3784629372960196,1.7763568394002506e-16
2016-02-04T00:00:00.000000000,0.9654751986792259,6.938893903907228e-17
2016-02-05T00:00:00.000000000,0.40497835925696624,0.0
2016-02-08T00:00:00.000000000,0.8829042534153474,5.689893001203927e-17
2016-02-09T00:00:00.000000000,0.8603758579305087,3.608224830031759e-17
2016-02-10T00:00:00.000000000,1.120463527580977,5.551115123125783e-17
2016-02-11T00:00:00.000000000,1.2227586268903003,9.71445146547012e-17
2016-02-12T00:00:00.000000000,0.3371922718395722,0.0
2016-02-16T00:00:00.000000000,0.17065155726547038,0.0
2016-02-17T00:00:00.000000000,0.6530762728175324,5.828670879282072e-17
2016-02-18T00:00:00.000000000,1.26536485003988,1.887379141862766e-16
2016-02-19T00:00:00.000000000,0.9239205452538151,4.4408920985006264e-17
2016-02-22T00:00:00.000000000,1.6588709206548575,1.9984014443252818e-16
2016-02-23T00:00:00.000000000,0.7715488916028845,5.2735593669694933e-17
2016-02-24T00:00:00.000000000,0.04132915354153997,0.00037985128124188146
2016-02-25T00:00:00.000000000,0.18788405179514228,1.3322676295501878e-16
2016-02-26T00:00:00.000000000,0.7155588626255267,6.661338147750939e-17
2016-02-29T00:00:00.000000000,0.12857659045730727,2.220446049250313e-16
2016-03-01T00:00:00.000000000,0.02300954611524973,0.0020093244733690326
2016-03-02T00:00:00.000000000,0.9221700253049695,4.4408920985006264e-17
2016-03-03T00:00:00.000000000,0.6748195516435678,4.163336342344337e-17
2016-03-04T00:00:00.000000000,0.26187471004065455,4.4408920985006264e-17
2016-03-07T00:00:00.000000000,0.4813770331310154,2.7755575615628914e-17
2016-03-08T00:00:00.000000000,0.8025049859042099,5.2735593669694933e-17
2016-03-09T00:00:00.000000000,1.2528293074330863,2.220446049250313e-16
2016-03-10T00:00:00.000000000,0.14427231335325222,4.440892098500626e-16
2016-03-11T00:00:00.000000000,0.7142659787974105,6.106226635438361e-17
2016-03-14T00:00:00.000000000,0.12232612317235099,0.0002126061509665817
2016-03-15T00:00:00.000000000,0.691564984728825,5.551115123125783e-17
2016-03-16T00:00:00.000000000,0.3402846218673909,2.2204460492503132e-17
2016-03-17T00:00:00.000000000,-0.00187417827147424,0.00028568241266652546
2016-03-18T00:00:00.000000000,1.112636950986431,0.0
2016-03-21T00:00:00.000000000,0.4097847035424171,1.6653345369377347e-17
2016-03-22T00:00:00.000000000,0.22096335870900455,1.9984014443252818e-16
2016-03-23T00:00:00.000000000,1.0821073583343197,1.2212453270876723e-16
2016-03-24T00:00:00.000000000,0.7260879136248939,3.3306690738754695e-17
2016-03-28T00:00:00.000000000,0.696115455066029,6.106226635438361e-17
2016-03-29T00:00:00.000000000,0.007073081862713021,0.000466934519187104
2016-03-30T00:00:00.000000000,0.5127526612857277,5.2735593669694933e-17
2016-03-31T00:00:00.000000000,0.2402012387196336,8.881784197001253e-17
2016-04-01T00:00:00.000000000,0.2434449402752203,6.661338147750939e-17
2016-04-04T00:00:00.000000000,0.43895528773537895,4.718447854656915e-17
2016-04-05T00:00:00.000000000,1.288108341035145,1.4432899320127036e-16
2016-04-06T00:00:00.000000000,0.3639379070730412,5.551115123125783e-17
