DATE,lyapunov_exponent,error
2019-01-02T00:00:00.000000000,0.5836637371938805,6.661338147750939e-17
2019-01-03T00:00:00.000000000,1.0466900155999699,5.551115123125783e-17
2019-01-04T00:00:00.000000000,0.5804031453635777,1.554312234475219e-16
2019-01-07T00:00:00.000000000,0.28640394715900763,2.4424906541753446e-16
2019-01-08T00:00:00.000000000,0.5824494682821847,4.4408920985006264e-17
2019-01-09T00:00:00.000000000,1.1202874950266288,1.0547118733938987e-16
2019-01-10T00:00:00.000000000,0.38096581181769607,7.771561172376095e-17
2019-01-11T00:00:00.000000000,0.7633028039631347,1.6653345369377347e-17
2019-01-14T00:00:00.000000000,1.146928662298525,1.1102230246251565e-16
2019-01-15T00:00:00.000000000,0.903937015077446,4.4408920985006264e-17
2019-01-16T00:00:00.000000000,1.2794743900902845,8.881784197001253e-17
2019-01-17T00:00:00.000000000,0.44544089806924697,6.661338147750939e-17
2019-01-18T00:00:00.000000000,0.4113071551386124,8.881784197001253e-17
2019-01-22T00:00:00.000000000,0.07862849085557777,4.4408920985006264e-17
2019-01-23T00:00:00.000000000,0.22950350341356351,2.6645352591003756e-16
2019-01-24T00:00:00.000000000,0.8963902544378572,3.608224830031759e-17
2019-01-25T00:00:00.000000000,1.3303451200958814,1.6653345369377348e-16
2019-01-28T00:00:00.000000000,1.099062955394249,0.0
2019-01-29T00:00:00.000000000,0.9052114574712429,6.661338147750939e-17
2019-01-30T00:00:00.000000000,0.02470596595670365,0.0015158823227394214
2019-01-31T00:00:00.000000000,0.6358182899551592,5.134781488891349e-17
2019-02-01T00:00:00.000000000,0.7512074722325526,2.2204460492503132e-17
2019-02-04T00:00:00.000000000,0.03412356202798857,0.0011318724300306234
2019-02-05T00:00:00.000000000,0.8001576551077064,5.2735593669694933e-17
2019-02-06T00:00:00.000000000,1.2506466784551917,1.3322676295501878e-16
2019-02-07T00:00:00.000000000,0.35668606101242156,3.108624468950438e-16
2019-02-08T00:00:00.000000000,0.39633156219122745,2.220446049250313e-16
2019-02-11T00:00:00.000000000,1.383181634479582,5.551115123125783e-17
2019-02-12T00:00:00.000000000,0.27887595007177096,1.1102230246251566e-17
2019-02-13T00:00:00.000000000,0.371497441804569,3.053113317719181e-17
2019-02-14T00:00:00.000000000,0.33553813229021856,6.661338147750939e-17
2019-02-15T00:00:00.000000000,1.6841612727146436,2.220446049250313e-16
2019-02-19T00:00:00.000000000,0.17904862025806947,0.0
2019-02-20T00:00:00.000000000,1.3721754327343725,5.551115123125783e-17
2019-02-21T00:00:00.000000000,0.4850306646333335,1.4432899320127036e-16
2019-02-22T00:00:00.000000000,0.595329760985666,5.2735593669694933e-17
2019-02-25T00:00:00.000000000,0.33058260880562373,4.4408920985006264e-17
2019-02-26T00:00:00.000000000,1.0651933806618972,4.4408920985006264e-17
2019-02-27T00:00:00.000000000,0.1839289334239497,4.4408920985006264e-17
2019-02-28T00:00:00.000000000,1.0712250489264827,9.992007221626409e-17
2019-03-01T00:00:00.000000000,0.42916640043213655,0.0
2019-03-04T00:00:00.000000000,0.0009799767330307277,0.000718824755341581
2019-03-05T00:00:00.000000000,1.4255901916191003,5.551115123125783e-17
2019-03-06T00:00:00.000000000,0.6851842355678212,6.245004513516506e-17
2019-03-07T00:00:00.000000000,0.8278777595000604,7.216449660063518e-17
2019-03-08T00:00:00.000000000,1.3535891988034288,3.4416913763379854e-16
2019-03-11T00:00:00.000000000,0.14691879094724475,0.0007354812662787793
2019-03-12T00:00:00.000000000,1.235863453356397,9.992007221626409e-17
2019-03-13T00:00:00.000000000,0.18262263317506963,1.7763568394002506e-16
2019-03-14T00:00:00.000000000,1.1154603883432839,1.2212453270876723e-16
2019-03-15T00:00:00.000000000,0.0742645946934755,3.3306690738754696e-16
2019-03-18T00:00:00.000000000,0.922458929972495,0.0
2019-03-19T00:00:00.000000000,0.9426154214012201,9.159339953157541e-17
2019-03-20T00:00:00.000000000,0.39171274230958264,4.4408920985006264e-17
2019-03-21T00:00:00.000000000,0.19521092004577,2.220446049250313e-16
2019-03-22T00:00:00.000000000,0.3928500258976794,2.220446049250313e-16
2019-03-25T00:00:00.000000000,1.1536712222028214,1.2212453270876723e-16
2019-03-26T00:00:00.000000000,0.1833863799330041,2.220446049250313e-16
2019-03-27T00:00:00.000000000,0.0340992482188196,0.0042799398822483525
2019-03-28T00:00:00.000000000,0.41279216478529995,2.2204460492503132e-17
2019-03-29T00:00:00.000000000,1.2659508179666628,1.1102230246251565e-16
2019-04-01T00:00:00.000000000,0.6576031155332048,3.191891195797325e-17
2019-04-02T00:00:00.000000000,1.3554658566637696,1.2212453270876723e-16
2019-04-03T00:00:00.000000000,0.30681055153160547,4.4408920985006264e-17
2019-04-04T00:00:00.000000000,0.8009510894086492,5.551115123125783e-17
2019-04-05T00:00:00.000000000,1.508837350408765,3.3306690738754696e-16
2019-04-08T00:00:00.000000000,0.4618842950761408,2.7755575615628914e-17
2019-04-09T00:00:00.000000000,1.2122262728297364,1.3877787807814457e-16
2019-04-10T00:00:00.000000000,1.2878489266128796,9.992007221626409e-17
2019-04-11T00:00:00.000000000,0.5656726946487649,5.620504062164855e-17
2019-04-12T00:00:00.000000000,0.8002531305861164,1.7763568394002506e-16
2019-04-15T00:00:00.000000000,0.8040404594398154,1.4432899320127036e-16
2019-04-16T00:00:00.000000000,1.1136014542771882,1.554312234475219e-16
2019-04-17T00:00:00.000000000,0.8575464465856809,3.3306690738754695e-17
2019-04-18T00:00:00.000000000,0.34737410655208206,9.43689570931383e-17
