Date,FLE,Close price
2006-01-10,0.8741418909669306,1289.69
2006-01-11,0.6906307947165762,1294.18
2006-01-12,0.6191612675127133,1286.06
2006-01-13,0.8694475166654669,1287.61
2006-01-17,1.1336562405129993,1282.93
2006-01-18,0.34932891434838,1277.93
2006-01-19,0.017341666336882517,1285.04
2006-01-20,0.14117235610279608,1261.49
2006-01-23,1.1142975329862586,1263.82
2006-01-24,0.9245088400643164,1266.86
2006-01-25,0.4003315128347557,1264.68
2006-01-26,0.6911700143391839,1272.44
2006-01-27,0.7102200157890081,1282.53
2006-01-30,0.9628599551672742,1285.2
2006-01-31,1.2617076131128753,1280.08
2006-02-01,1.283026949518515,1281.15
2006-02-02,0.5653218711441158,1270.84
2006-02-03,0.6439116285691021,1264.03
2006-02-06,1.1413933337749336,1265.02
2006-02-07,0.2896497394161066,1254.78
2006-02-08,0.3384240637145279,1265.65
2006-02-09,1.055469975450665,1270.98
2006-02-10,0.08805600925543912,1266.99
2006-02-13,0.053935912312861135,1262.86
2006-02-14,0.05435614105089654,1275.53
2006-02-15,0.8695787856085699,1280.0
2006-02-16,0.5856213346289166,1289.38
2006-02-17,0.7575683191653587,1287.16
2006-02-21,0.7154610326742475,1283.04
2006-02-22,0.5993780414468929,1292.67
2006-02-27,0.7351733941189015,1294.12
2006-02-28,0.9343241225236544,1280.66
2006-03-01,0.19016084045483336,1291.24
2006-03-02,0.9427360686762226,1289.14
2006-03-03,0.07341219385007625,1287.23
2006-03-06,0.3135879696245701,1278.26
2006-03-07,0.8036582619984645,1275.88
2006-03-08,0.5562208399555421,1278.47
2006-03-09,0.015462799604467226,1272.23
2006-03-10,0.7166359337508971,1281.58
2006-03-13,0.8684432152570639,1284.13
2006-03-14,0.010225709522645364,1297.48
2006-03-15,0.5647277078215126,1303.02
2006-03-16,1.1372569947542372,1305.33
2006-03-17,1.3036771114542989,1307.25
2006-03-20,0.7156163590760433,1305.08
2006-03-21,0.048063729918585284,1297.23
2006-03-22,0.6590095250647959,1305.04
2006-03-23,1.1139552889375717,1301.67
2006-03-24,0.4696796510217466,1302.95
2006-03-27,0.8776901429331444,1301.77
2006-03-28,0.058522270841977926,1305.12
2006-03-29,0.003012957033623028,1302.88
2006-03-30,0.10785308022347324,1299.06
2006-03-31,0.4278093550196811,1295.19
2006-04-03,0.27239996854374354,1297.81
2006-04-04,0.1917684835007508,1305.93
2006-04-05,0.5851850716859597,1311.56
2006-04-06,0.578056862758428,1309.04
2006-04-07,0.6270722988047217,1295.5
2006-04-10,0.32561312445016904,1296.62
2006-04-11,0.4573536772632622,1286.57
2006-04-12,1.453774512715016,1288.12
2006-04-13,0.5584120435663994,1289.12
2006-04-17,0.028119920286050232,1285.33
2006-04-18,0.08550227228648433,1307.65
2006-04-19,1.018340854457199,1309.93
2006-04-20,1.0119798675924334,1311.46
2006-04-21,0.311392490107093,1311.28
2006-04-24,1.0018336102998615,1308.11
2006-04-25,0.7633538509507148,1301.74
2006-04-26,1.0616988806888097,1305.41
2006-04-27,0.7014214108714271,1309.72
2006-04-28,0.831714970922971,1310.61
2006-05-02,0.913391856558778,1313.21
2006-05-03,0.6166618393247238,1307.85
2006-05-04,1.208240059027636,1312.25
2006-05-05,0.4191721968212953,1325.76
2006-05-10,1.340784319163025,1322.85
2006-05-11,0.13116479378546844,1305.92
2006-05-12,0.7924388434237836,1291.24
2006-05-15,0.5889505922818857,1294.5
2006-05-16,0.7908098591909442,1292.08
2006-05-17,0.18561078927032204,1270.32
2006-05-18,1.2358496218176656,1261.81
2006-05-19,0.3551781498008417,1267.03
2006-05-22,1.1876317903007352,1262.07
2006-05-23,0.9961742865286648,1256.58
2006-05-24,0.4776106383092219,1258.57
2006-05-25,0.6030566648429347,1267.61
2006-05-26,0.7396879140580573,1280.16
2006-05-30,0.6022675527361242,1259.84
2006-05-31,1.1595910279107042,1270.09
2006-06-01,0.5272999288654145,1285.71
2006-06-02,1.0117992838006786,1288.22
2006-06-05,0.20606524934699416,1265.29
2006-06-06,0.8967173500904536,1263.85
2006-06-07,0.6269781392950848,1256.15
2006-06-08,0.3325551896489947,1257.93
2006-06-09,0.5749309309623482,1252.3
2006-06-13,0.7888046699986292,1223.69
2006-06-14,0.8867739328111799,1230.04
2006-06-15,0.4093925241498947,1256.16
2006-06-16,0.8753238796232126,1251.59
2006-06-19,0.13904488281375188,1240.14
2006-06-20,0.5213771188494254,1240.12
2006-06-21,0.3849058188130177,1252.2
2006-06-22,0.4812438383431444,1245.6
2006-06-23,0.3261162089576151,1244.5
2006-06-26,1.2777222929314818,1248.83
2006-06-27,0.2355913957133889,1239.2
2006-06-28,0.6260246409989452,1246.0
2006-06-29,0.5879103756266886,1272.87
2006-06-30,1.2833149240947428,1270.2
2006-07-03,0.06190573261701891,1280.19
2006-07-05,0.7187336361047706,1270.91
2006-07-06,0.481217779439704,1274.08
2006-07-07,0.5250215294855228,1265.48
2006-07-10,0.11805044273067185,1267.34
2006-07-11,0.26861313075785515,1272.52
2006-07-12,0.10390457590392654,1258.6
2006-07-13,0.4198172432121837,1242.29
2006-07-14,0.7665417201616409,1236.2
2006-07-17,1.3365903647529276,1234.49
2006-07-18,0.4966905893606203,1236.86
2006-07-19,0.6074553285089139,1257.41
2006-07-20,0.6493881446486641,1249.13
2006-07-21,1.3554286588647317,1240.29
2006-07-24,0.590668153813875,1260.91
2006-07-25,0.6109530003487375,1268.88
2006-07-26,0.031591095950409376,1268.4
2006-07-27,0.3683923457644625,1263.2
2006-07-28,0.869897685749755,1278.55
2006-07-31,1.5475165046745318,1276.66
2006-08-01,1.2783263970661465,1270.92
2006-08-02,0.40231548768945896,1278.55
2006-08-03,0.02055236886049473,1280.27
2006-08-04,0.04096411738543915,1279.36
2006-08-07,1.192750747151044,1275.77
2006-08-08,0.6080333016832494,1271.48
2006-08-09,0.31588444378693825,1265.95
2006-08-10,0.32019082367827484,1271.81
2006-08-11,0.6029356476414267,1266.74
2006-08-14,0.18719802420212253,1268.21
2006-08-15,1.1159464662443357,1284.94
2006-08-16,0.5056053351702178,1295.43
2006-08-17,0.4087321158093277,1297.48
2006-08-18,0.06361208571952176,1302.3
2006-08-21,1.4889299404343963,1297.52
2006-08-22,0.5368887084879163,1301.42
2006-08-23,0.1385137657984246,1292.99
2006-08-24,0.6104769446710984,1296.06
2006-08-25,0.9705408153435174,1295.09
2006-08-28,0.3531198413508665,1301.78
2006-08-29,0.4908353498515898,1304.28
2006-08-30,1.0558179657318891,1304.27
2006-08-31,0.9679718457969786,1303.82
2006-09-01,0.16874886276207454,1311.01
2006-09-05,0.4877081140299573,1313.25
2006-09-06,0.505751394251925,1300.26
2006-09-07,0.6636923961186589,1294.02
2006-09-08,0.5925346149332189,1298.92
2006-09-11,0.10204353504256958,1299.54
2006-09-12,0.2703107564513563,1313.11
2006-09-13,0.10209625713943972,1318.07
2006-09-14,1.5958049431547103,1316.28
2006-09-15,0.7407946095742567,1319.87
2006-09-18,0.574830152614234,1321.18
2006-09-19,0.07931505144478107,1318.31
2006-09-20,1.191095687938155,1325.18
2006-09-21,0.14798530433687354,1318.03
2006-09-22,1.044706152714277,1314.78
2006-09-25,0.013058858231279464,1326.37
2006-09-26,0.645560588561887,1336.34
2006-09-27,1.3016428131346505,1336.59
2006-09-28,0.4166016075021871,1339.15
2006-09-29,1.4614177695918602,1335.85
2006-10-02,0.09470449537764712,1331.32
2006-10-03,0.019332066741100568,1334.11
2006-10-04,0.004589271027173619,1350.22
2006-10-05,0.994975757067778,1353.22
2006-10-06,1.183809493155288,1349.58
2006-10-10,0.7379732913219749,1349.53
2006-10-11,0.5198438317935022,1349.95
2006-10-12,0.4446791033372001,1362.83
2006-10-13,0.3613189643670276,1365.62
2006-10-16,0.2286031450768096,1369.05
2006-10-17,0.2560029536259542,1364.05
2006-10-18,0.639782296311496,1365.96
2006-10-19,1.1803165262155932,1366.96
2006-10-20,0.6135175721112961,1368.6
2006-10-23,0.6003830093719814,1377.02
2006-10-24,0.5655596491104792,1374.96
2006-10-25,1.0886204527184649,1382.22
2006-10-26,0.17486189544238864,1389.08
2006-10-27,0.20241489412970956,1377.34
2006-10-30,0.1316430529409198,1377.93
2006-10-31,0.17949841765790386,1377.94
2006-11-01,0.12809458366648754,1367.81
2006-11-02,1.2799511683654825,1367.34
2006-11-03,0.3692383376442692,1364.3
2006-11-06,0.1986031063545758,1379.78
2006-11-07,0.6252800459854002,1382.84
2006-11-08,0.6576992781854752,1385.72
2006-11-09,0.3678394304410688,1378.33
2006-11-10,0.6815836058494273,1380.9
2006-11-13,0.9274634791701389,1384.42
2006-11-14,0.07828922129017421,1393.22
2006-11-15,0.5834192241629669,1396.57
2006-11-16,1.5293411651843858,1399.76
2006-11-17,0.8038166221741562,1401.2
2006-11-20,0.27314075289279244,1400.0
2006-11-21,0.13617487287612984,1402.0
2006-11-22,1.183845443126998,1406.09
2006-11-24,0.3607921446582433,1400.95
2006-11-27,0.2128229123312008,1381.9
